"text","created","url","latitude","longitude","retweetCount","hashtag"
"Listen to FG Lonnie X VonnyFrmDaATM - Back At It (Freestyle) by VonnyFrmDaATM #np on #SoundCloud https://t.co/QWn3FztFe2",2017-08-11 22:02:11,"https://twitter.com/900Killa_/status/896129647422849026",NA,NA,3,"#soundcloud"
"Listen to Mob Fiction by ZAVAGE #np on #SoundCloud https://t.co/D1ZKcrCnt7",2017-08-11 22:02:11,"https://twitter.com/__zavage/status/896129644302262273",NA,NA,0,"#soundcloud"
"A new favorite: Bevild - Back [melt her x Riddim Network x Electrostep Network PREMIERE] by melt her https://t.co/b3Yh9BB5B6 on #SoundCloud",2017-08-11 22:02:06,"https://twitter.com/WaveyWobble/status/896129624098263040",NA,NA,0,"#soundcloud"
"Have you heard <e2><80><98>Potter Payper - Gottionem Freestyle instrumental<e2><80><99> by @GottiOrGotts on #SoundCloud? #np https://t.co/vkie811ugH",2017-08-11 22:02:04,"https://twitter.com/GottiOrGotts/status/896129616506638336",NA,NA,1,"#soundcloud"
"@feelmybicep  | GLUE 
 
#BICEP 

 #SoundCloud

https://t.co/YBqtqQmrPQ",2017-08-11 22:02:03,"https://twitter.com/subdur4l/status/896129614128365569",NA,NA,0,"#soundcloud"
"A new favorite: Warm Up D-Edge Showcase at Amazon Club  (22-07-17) by Alex Dittrich https://t.co/8T6R5sl5Cb on #SoundCloud",2017-08-11 22:02:03,"https://twitter.com/djbrunof/status/896129613130158081",NA,NA,0,"#soundcloud"
"Have you heard <e2><80><98>LLEVEN TOALLAS A TERMAS DEL ARAPEY !!!!!!!<e2><80><99> by Con Fundamento on #SoundCloud? #np https://t.co/JzaJ5lPXEw",2017-08-11 22:02:03,"https://twitter.com/eduardoperrone7/status/896129610840064000",NA,NA,0,"#soundcloud"
"Listen to Where Island(Feat.Joshua) by Sergymerg #np on #SoundCloud https://t.co/MmCoYAxgll",2017-08-11 22:02:02,"https://twitter.com/Iago_Santana_/status/896129606855479297",NA,NA,1,"#soundcloud"
"My new sounds: BOSS MOVES ACA 140-By Ashley https://t.co/kQzDqjsS26 on #SoundCloud",2017-08-11 22:02:02,"https://twitter.com/NateVizzle/status/896129606733844480",NA,NA,0,"#soundcloud"
"Just added! Time Hops - Ep01 - Once Upon A Time https://t.co/eLELsTrnkE on #SoundCloud",2017-08-11 22:01:57,"https://twitter.com/ellipsisworld/status/896129589042266114",NA,NA,0,"#soundcloud"
"Have you heard <e2><80><98>5g1Zooo<e2><80><99> by Igor Kumikov on #SoundCloud? #np https://t.co/bHfirUuevx",2017-08-11 22:01:52,"https://twitter.com/u5u1y05h1/status/896129565273210880",NA,NA,0,"#soundcloud"
"My new sounds: EAT MY D - DLISH DEMO https://t.co/ewN40KnPHx on #SoundCloud",2017-08-11 22:01:49,"https://twitter.com/dlishofficial/status/896129555076796418",NA,NA,0,"#soundcloud"
"Have you heard <e2><80><98>Force of dance 1.03<e2><80><99> by @ttxxrr_bot on #SoundCloud? https://t.co/8tlJo7EZbE",2017-08-11 22:01:47,"https://twitter.com/ttxxrr_bot/status/896129544364609536",NA,NA,0,"#soundcloud"
"Listen to 900 Rod Reminiscing by Sabio Rod #np on #SoundCloud https://t.co/81LbE6pYfO",2017-08-11 22:01:44,"https://twitter.com/yngrell_2100/status/896129533400592385",NA,NA,0,"#soundcloud"
"Have you heard <e2><80><98>Beats sale / lease / loops / sold beats<e2><80><99> by @PorcelainBeats on #SoundCloud? #np https://t.co/KC5JkfzjFz",2017-08-11 22:01:42,"https://twitter.com/PorcelainBeats/status/896129525280460800",NA,NA,0,"#soundcloud"
"Have you heard <e2><80><98>Playboi Carti - Magnolia (Lil Texas Hard Club Mix)<e2><80><99> by @liltexas on #SoundCloud? #np https://t.co/y7my7oTeuq",2017-08-11 22:01:41,"https://twitter.com/gullysynthbawse/status/896129521060990976",NA,NA,0,"#soundcloud"
"Listen to Cor400 - The Race #FREETAYK47 by CORFUCKINLO #np on #SoundCloud https://t.co/Sr1m7wCWyA <ed><a0><bd><ed><b0><ba>",2017-08-11 22:01:39,"https://twitter.com/004COR_/status/896129510575267841",NA,NA,0,"#soundcloud"
"Listen to 19 - Eladio Carrion X Jon-Z X Myke Towers [Prod. Neo Nazza] by Eladio Carrion #np on #SoundCloud https://t.co/ID7Y9rAdPX",2017-08-11 22:01:38,"https://twitter.com/_Joselito6/status/896129507232366592",NA,NA,0,"#soundcloud"
